model,recorded_at,new_price,used_price
INTEL Core i5-13490F,2026-01-14,,850
INTEL Core i5-13500,2026-01-14,,1280
INTEL Core i5-13600K,2026-01-14,,1198
INTEL Core i5-13600KF,2026-01-14,,1100
INTEL Core i5-14400,2026-01-14,,1365
INTEL Core i5-14400F,2026-01-14,,937
INTEL Core i5-14490F,2026-01-14,,975
INTEL Core i5-14500,2026-01-14,,1100
INTEL Core i5-14600K,2026-01-14,,1400
INTEL Core i5-14600KF,2026-01-14,,1410
INTEL Core i7-10700,2026-01-14,,1150
INTEL Core i7-10700F,2026-01-14,,911
INTEL Core i7-10700K,2026-01-14,,1650
INTEL Core i7-10700KF,2026-01-14,,900
INTEL Core i7-11700,2026-01-14,,1180
INTEL Core i7-11700F,2026-01-14,,939
INTEL Core i7-11700K,2026-01-14,,1109
INTEL Core i7-11700KF,2026-01-14,,950
INTEL Core i7-12700,2026-01-14,,1684
INTEL Core i7-12700F,2026-01-14,,1417
INTEL Core i7-12700K,2026-01-14,,1515
INTEL Core i7-12700KF,2026-01-14,,1430
INTEL Core i7-13700,2026-01-14,,2050
INTEL Core i7-13700F,2026-01-14,,1445
INTEL Core i7-13700K,2026-01-14,,1960
INTEL Core i7-13700KF,2026-01-14,,1560
INTEL Core i7-14700,2026-01-14,,1850
INTEL Core i7-14700F,2026-01-14,,1780
INTEL Core i7-14700K,2026-01-14,,2300
INTEL Core i7-14700KF,2026-01-14,,1880
INTEL Core i9-10850K,2026-01-14,,1480
INTEL Core i9-10900,2026-01-14,,2324
INTEL Core i9-10900F,2026-01-14,,1300
INTEL Core i9-10900K,2026-01-14,,2017
INTEL Core i9-10900KF,2026-01-14,,1858
INTEL Core i9-11900,2026-01-14,,1950
INTEL Core i9-11900F,2026-01-14,,1350
INTEL Core i9-11900K,2026-01-14,,1919
INTEL Core i9-11900KF,2026-01-14,,1500
INTEL Core i9-12900K,2026-01-14,,1888
INTEL Core i9-12900KF,2026-01-14,,1695
INTEL Core i9-12900KS,2026-01-14,,1800
INTEL Core i9-13900K,2026-01-14,,1925
INTEL Core i9-13900KF,2026-01-14,,1800
INTEL Core i9-13900KS,2026-01-14,,2055
INTEL Core i9-14900,2026-01-14,,2300
INTEL Core i9-14900K,2026-01-14,,2930
INTEL Core i9-14900KF,2026-01-14,,2400
INTEL Core i9-14900KS,2026-01-14,,2944
AMD Ryzen 5 5500,2026-01-15,499,
AMD Ryzen 5 5500GT,2026-01-15,809,
AMD Ryzen 5 5600,2026-01-15,695,
AMD Ryzen 5 5600GT,2026-01-15,865,
AMD Ryzen 5 5600X,2026-01-15,739,
AMD Ryzen 5 7400F,2026-01-15,769,
AMD Ryzen 5 7500F,2026-01-15,809,
AMD Ryzen 5 7600X,2026-01-15,1089,
AMD Ryzen 5 8400F,2026-01-15,769,
AMD Ryzen 5 8600G,2026-01-15,1209,
AMD Ryzen 5 9500F,2026-01-15,1110,
AMD Ryzen 5 9600X,2026-01-15,1259,
AMD Ryzen 7 5700G,2026-01-15,1089,
AMD Ryzen 7 5700X,2026-01-15,929,
AMD Ryzen 7 5700X3D,2026-01-15,2179,
AMD Ryzen 7 7700,2026-01-15,1339,
AMD Ryzen 7 7800X3D,2026-01-15,1979,
AMD Ryzen 7 8700F,2026-01-15,1059,
AMD Ryzen 7 8700G,2026-01-15,1769,
AMD Ryzen 7 9700X,2026-01-15,1659,
AMD Ryzen 7 9800X3D,2026-01-15,2859,
AMD Ryzen 9 9900X,2026-01-15,2459,
AMD Ryzen 9 9900X3D,2026-01-15,3199,
AMD Ryzen 9 9950X,2026-01-15,3099,
AMD Ryzen 9 9950X3D,2026-01-15,4349,
INTEL Core Ultra 5 225,2026-01-15,1010,
INTEL Core Ultra 5 225F,2026-01-15,835,
INTEL Core Ultra 5 230F,2026-01-15,860,
INTEL Core Ultra 5 235,2026-01-15,1240,
INTEL Core Ultra 5 245K,2026-01-15,1339,
INTEL Core Ultra 5 245KF,2026-01-15,1229,
INTEL Core Ultra 5 250K Plus,2026-01-15,1339,
INTEL Core Ultra 5 250KF Plus,2026-01-15,1339,
INTEL Core Ultra 7 265K,2026-01-15,1850,
INTEL Core Ultra 7 265KF,2026-01-15,1680,
INTEL Core Ultra 7 270K Plus,2026-01-15,3699,
INTEL Core Ultra 9 285K,2026-01-15,3699,
INTEL Core i3-12100,2026-01-15,799,
INTEL Core i3-12100F,2026-01-15,499,
INTEL Core i3-13100,2026-01-15,765,
INTEL Core i3-13100F,2026-01-15,480,
INTEL Core i3-14100,2026-01-15,850,
INTEL Core i3-14100F,2026-01-15,555,
INTEL Core i5-12400,2026-01-15,1159,
INTEL Core i5-12400F,2026-01-15,799,
INTEL Core i5-12490F,2026-01-15,815,
INTEL Core i5-12500,2026-01-15,1235,
INTEL Core i5-12600K,2026-01-15,1240,
INTEL Core i5-12600KF,2026-01-15,990,
INTEL Core i5-13400,2026-01-15,1280,
INTEL Core i5-13400F,2026-01-15,870,
INTEL Core i5-13490F,2026-01-15,880,
INTEL Core i5-13500,2026-01-15,1270,
INTEL Core i5-13600K,2026-01-15,1259,
INTEL Core i5-13600KF,2026-01-15,1110,
INTEL Core i5-14400,2026-01-15,1420,
INTEL Core i5-14400F,2026-01-15,980,
INTEL Core i5-14490F,2026-01-15,1000,
INTEL Core i5-14500,2026-01-15,1410,
INTEL Core i5-14600K,2026-01-15,1488,
INTEL Core i5-14600KF,2026-01-15,1470,
INTEL Core i7-12700K,2026-01-15,1729,
INTEL Core i7-12700KF,2026-01-15,1460,
INTEL Core i7-14700,2026-01-15,2550,
INTEL Core i7-14700F,2026-01-15,1995,
INTEL Core i7-14700K,2026-01-15,2590,
INTEL Core i7-14700KF,2026-01-15,2190,
INTEL Core i9-14900K,2026-01-15,3320,
INTEL Core i9-14900KF,2026-01-15,2850,
AMD Ryzen 5 5500,2026-01-19,499,
AMD Ryzen 5 5500GT,2026-01-19,799,
AMD Ryzen 5 5600,2026-01-19,695,
AMD Ryzen 5 5600GT,2026-01-19,849,
AMD Ryzen 5 5600X,2026-01-19,779,
AMD Ryzen 5 7400F,2026-01-19,769,
AMD Ryzen 5 7500F,2026-01-19,799,
AMD Ryzen 5 7600X,2026-01-19,1089,
AMD Ryzen 5 8400F,2026-01-19,769,
AMD Ryzen 5 8600G,2026-01-19,1209,
AMD Ryzen 5 9500F,2026-01-19,1100,
AMD Ryzen 5 9600X,2026-01-19,1199,
AMD Ryzen 7 5700G,2026-01-19,1089,
AMD Ryzen 7 5700X,2026-01-19,915,
AMD Ryzen 7 5700X3D,2026-01-19,2099,
AMD Ryzen 7 7700,2026-01-19,1339,
AMD Ryzen 7 7800X3D,2026-01-19,1949,
AMD Ryzen 7 8700F,2026-01-19,959,
AMD Ryzen 7 8700G,2026-01-19,1749,
AMD Ryzen 7 9700X,2026-01-19,1609,
AMD Ryzen 7 9800X3D,2026-01-19,2829,
AMD Ryzen 7 9850X3D,2026-01-19,3699,
AMD Ryzen 9 9900X,2026-01-19,2459,
AMD Ryzen 9 9900X3D,2026-01-19,3199,
AMD Ryzen 9 9950X,2026-01-19,2979,
AMD Ryzen 9 9950X3D,2026-01-19,4349,
INTEL Core Ultra 5 225,2026-01-19,995,
INTEL Core Ultra 5 225F,2026-01-19,795,
INTEL Core Ultra 5 230F,2026-01-19,829,
INTEL Core Ultra 5 235,2026-01-19,1200,
INTEL Core Ultra 5 245K,2026-01-19,1329,
INTEL Core Ultra 5 245KF,2026-01-19,1169,
INTEL Core Ultra 5 250K Plus,2026-01-19,1329,
INTEL Core Ultra 5 250KF Plus,2026-01-19,1329,
INTEL Core Ultra 7 265K,2026-01-19,1830,
INTEL Core Ultra 7 265KF,2026-01-19,1590,
INTEL Core Ultra 7 270K Plus,2026-01-19,4190,
INTEL Core Ultra 9 285K,2026-01-19,4190,
INTEL Core i3-12100,2026-01-19,779,
INTEL Core i3-12100F,2026-01-19,499,
INTEL Core i3-13100,2026-01-19,765,
INTEL Core i3-13100F,2026-01-19,480,
INTEL Core i3-14100,2026-01-19,850,
INTEL Core i3-14100F,2026-01-19,555,
INTEL Core i5-12400,2026-01-19,1139,
INTEL Core i5-12400F,2026-01-19,785,
INTEL Core i5-12490F,2026-01-19,815,
INTEL Core i5-12500,2026-01-19,1235,
INTEL Core i5-12600K,2026-01-19,1240,
INTEL Core i5-12600KF,2026-01-19,990,
INTEL Core i5-13400,2026-01-19,1280,
INTEL Core i5-13400F,2026-01-19,870,
INTEL Core i5-13490F,2026-01-19,880,
INTEL Core i5-13500,2026-01-19,1270,
INTEL Core i5-13600K,2026-01-19,1330,
INTEL Core i5-13600KF,2026-01-19,1110,
INTEL Core i5-14400,2026-01-19,1420,
INTEL Core i5-14400F,2026-01-19,979,
INTEL Core i5-14490F,2026-01-19,1000,
INTEL Core i5-14500,2026-01-19,1410,
INTEL Core i5-14600K,2026-01-19,1488,
INTEL Core i5-14600KF,2026-01-19,1470,
INTEL Core i7-12700K,2026-01-19,1870,
INTEL Core i7-12700KF,2026-01-19,1460,
INTEL Core i7-14700,2026-01-19,2550,
INTEL Core i7-14700F,2026-01-19,1899,
INTEL Core i7-14700K,2026-01-19,2640,
INTEL Core i7-14700KF,2026-01-19,2059,
INTEL Core i9-14900K,2026-01-19,3320,
INTEL Core i9-14900KF,2026-01-19,2839,
AMD Ryzen 5 5500,2026-01-20,489,
AMD Ryzen 5 5500GT,2026-01-20,799,
AMD Ryzen 5 5600,2026-01-20,695,
AMD Ryzen 5 5600GT,2026-01-20,859,
AMD Ryzen 5 5600X,2026-01-20,744,
AMD Ryzen 5 7400F,2026-01-20,769,
AMD Ryzen 5 7500F,2026-01-20,809,
AMD Ryzen 5 7600X,2026-01-20,1089,
AMD Ryzen 5 8400F,2026-01-20,769,
AMD Ryzen 5 8600G,2026-01-20,1209,
AMD Ryzen 5 9500F,2026-01-20,1110,
AMD Ryzen 5 9600X,2026-01-20,1249,
AMD Ryzen 7 5700G,2026-01-20,1089,
AMD Ryzen 7 5700X,2026-01-20,895,
AMD Ryzen 7 5700X3D,2026-01-20,2179,
AMD Ryzen 7 7700,2026-01-20,1339,
AMD Ryzen 7 7800X3D,2026-01-20,1989,
AMD Ryzen 7 8700F,2026-01-20,959,
AMD Ryzen 7 8700G,2026-01-20,1769,
AMD Ryzen 7 9700X,2026-01-20,1649,
AMD Ryzen 7 9800X3D,2026-01-20,2849,
AMD Ryzen 9 9900X,2026-01-20,2459,
AMD Ryzen 9 9900X3D,2026-01-20,3199,
AMD Ryzen 9 9950X,2026-01-20,2979,
AMD Ryzen 9 9950X3D,2026-01-20,4349,
INTEL Core Ultra 5 225,2026-01-20,1010,
INTEL Core Ultra 5 225F,2026-01-20,835,
INTEL Core Ultra 5 230F,2026-01-20,860,
INTEL Core Ultra 5 235,2026-01-20,1240,
INTEL Core Ultra 5 245K,2026-01-20,1339,
INTEL Core Ultra 5 245KF,2026-01-20,1229,
INTEL Core Ultra 5 250K Plus,2026-01-20,1339,
INTEL Core Ultra 5 250KF Plus,2026-01-20,1339,
INTEL Core Ultra 7 265K,2026-01-20,1850,
INTEL Core Ultra 7 265KF,2026-01-20,1680,
INTEL Core Ultra 7 270K Plus,2026-01-20,3950,
INTEL Core Ultra 9 285K,2026-01-20,3950,
INTEL Core i3-12100,2026-01-20,789,
INTEL Core i3-12100F,2026-01-20,519,
INTEL Core i3-13100,2026-01-20,765,
INTEL Core i3-13100F,2026-01-20,480,
INTEL Core i3-14100,2026-01-20,850,
INTEL Core i3-14100F,2026-01-20,555,
INTEL Core i5-12400,2026-01-20,1159,
INTEL Core i5-12400F,2026-01-20,789,
INTEL Core i5-12490F,2026-01-20,815,
INTEL Core i5-12500,2026-01-20,1235,
INTEL Core i5-12600K,2026-01-20,1240,
INTEL Core i5-12600KF,2026-01-20,990,
INTEL Core i5-13400,2026-01-20,1280,
INTEL Core i5-13400F,2026-01-20,870,
INTEL Core i5-13490F,2026-01-20,880,
INTEL Core i5-13500,2026-01-20,1270,
INTEL Core i5-13600K,2026-01-20,1279,
INTEL Core i5-13600KF,2026-01-20,1110,
INTEL Core i5-14400,2026-01-20,1420,
INTEL Core i5-14400F,2026-01-20,980,
INTEL Core i5-14490F,2026-01-20,1000,
INTEL Core i5-14500,2026-01-20,1410,
INTEL Core i5-14600K,2026-01-20,1488,
INTEL Core i5-14600KF,2026-01-20,1470,
INTEL Core i7-12700K,2026-01-20,1739,
INTEL Core i7-12700KF,2026-01-20,1460,
INTEL Core i7-14700,2026-01-20,2550,
INTEL Core i7-14700F,2026-01-20,1929,
INTEL Core i7-14700K,2026-01-20,2590,
INTEL Core i7-14700KF,2026-01-20,2069,
INTEL Core i9-14900K,2026-01-20,3320,
INTEL Core i9-14900KF,2026-01-20,2849,
AMD Ryzen 3 3100,2026-01-22,,180
AMD Ryzen 3 3300X,2026-01-22,,235
AMD Ryzen 5 3500X,2026-01-22,,233
AMD Ryzen 5 3600,2026-01-22,,349
AMD Ryzen 5 3600X,2026-01-22,,368
AMD Ryzen 5 3600XT,2026-01-22,,380
AMD Ryzen 5 5500,2026-01-22,,425
AMD Ryzen 5 5500GT,2026-01-22,,699
AMD Ryzen 5 5600,2026-01-22,,640
AMD Ryzen 5 5600G,2026-01-22,,700
AMD Ryzen 5 5600GT,2026-01-22,,740
AMD Ryzen 5 5600X,2026-01-22,,680
AMD Ryzen 5 7400F,2026-01-22,,610
AMD Ryzen 5 7500F,2026-01-22,,685
AMD Ryzen 5 7600,2026-01-22,,1076
AMD Ryzen 5 7600X,2026-01-22,,820
AMD Ryzen 5 7600X3D,2026-01-22,,1700
AMD Ryzen 5 8400F,2026-01-22,,588
AMD Ryzen 5 8600G,2026-01-22,,1250
AMD Ryzen 5 9500F,2026-01-22,,945
AMD Ryzen 5 9600X,2026-01-22,,1110
AMD Ryzen 7 3700X,2026-01-22,,470
AMD Ryzen 7 3800X,2026-01-22,,529
AMD Ryzen 7 5700G,2026-01-22,,880
AMD Ryzen 7 5700X,2026-01-22,,845
AMD Ryzen 7 5700X3D,2026-01-22,,1780
AMD Ryzen 7 5800,2026-01-22,,800
AMD Ryzen 7 5800X,2026-01-22,,920
AMD Ryzen 7 5800X3D,2026-01-22,,2300
AMD Ryzen 7 7700,2026-01-22,,1000
AMD Ryzen 7 7700X,2026-01-22,,1115
AMD Ryzen 7 7800X3D,2026-01-22,,1823
AMD Ryzen 7 8700F,2026-01-22,,820
AMD Ryzen 7 8700G,2026-01-22,,1300
AMD Ryzen 7 9700X,2026-01-22,,1495
AMD Ryzen 7 9800X3D,2026-01-22,,2710
AMD Ryzen 9 3900X,2026-01-22,,760
AMD Ryzen 9 3950X,2026-01-22,,1160
AMD Ryzen 9 5900X,2026-01-22,,1298
AMD Ryzen 9 5950X,2026-01-22,,1700
AMD Ryzen 9 7900X,2026-01-22,,1700
AMD Ryzen 9 7900X3D,2026-01-22,,1799
AMD Ryzen 9 7950X,2026-01-22,,2200
AMD Ryzen 9 7950X3D,2026-01-22,,2774
AMD Ryzen 9 9900X,2026-01-22,,2100
AMD Ryzen 9 9900X3D,2026-01-22,,2850
AMD Ryzen 9 9950X,2026-01-22,,2888
AMD Ryzen 9 9950X3D,2026-01-22,,4150
INTEL Core Ultra 5 225,2026-01-22,,890
INTEL Core Ultra 5 225F,2026-01-22,,740
INTEL Core Ultra 5 230F,2026-01-22,,780
INTEL Core Ultra 5 235,2026-01-22,,990
INTEL Core Ultra 5 245K,2026-01-22,,1224
INTEL Core Ultra 5 245KF,2026-01-22,,1090
INTEL Core Ultra 7 265K,2026-01-22,,1630
INTEL Core Ultra 7 265KF,2026-01-22,,1580
INTEL Core Ultra 9 285K,2026-01-22,,3350
INTEL Core i3-10100,2026-01-22,,441
INTEL Core i3-10100F,2026-01-22,,300
INTEL Core i3-10105,2026-01-22,,440
INTEL Core i3-10105F,2026-01-22,,310
INTEL Core i3-12100,2026-01-22,,700
INTEL Core i3-12100F,2026-01-22,,440
INTEL Core i3-13100,2026-01-22,,599
INTEL Core i3-13100F,2026-01-22,,480
INTEL Core i3-14100,2026-01-22,,670
INTEL Core i3-14100F,2026-01-22,,510
INTEL Core i5-10400,2026-01-22,,605
INTEL Core i5-10400F,2026-01-22,,492
INTEL Core i5-10600K,2026-01-22,,725
INTEL Core i5-10600KF,2026-01-22,,519
INTEL Core i5-11400,2026-01-22,,702
INTEL Core i5-11400F,2026-01-22,,510
INTEL Core i5-11600K,2026-01-22,,750
INTEL Core i5-11600KF,2026-01-22,,619
INTEL Core i5-12400,2026-01-22,,1020
INTEL Core i5-12400F,2026-01-22,,720
INTEL Core i5-12490F,2026-01-22,,740
INTEL Core i5-12500,2026-01-22,,1060
INTEL Core i5-12600K,2026-01-22,,1120
INTEL Core i5-12600KF,2026-01-22,,1000
INTEL Core i5-13400,2026-01-22,,1100
INTEL Core i5-13400F,2026-01-22,,850
INTEL Core i5-13490F,2026-01-22,,850
INTEL Core i5-13500,2026-01-22,,1280
INTEL Core i5-13600K,2026-01-22,,1198
INTEL Core i5-13600KF,2026-01-22,,1100
INTEL Core i5-14400,2026-01-22,,1365
INTEL Core i5-14400F,2026-01-22,,937
INTEL Core i5-14490F,2026-01-22,,975
INTEL Core i5-14500,2026-01-22,,1100
INTEL Core i5-14600K,2026-01-22,,1400
INTEL Core i5-14600KF,2026-01-22,,1410
INTEL Core i7-10700,2026-01-22,,1150
INTEL Core i7-10700F,2026-01-22,,911
INTEL Core i7-10700K,2026-01-22,,1650
INTEL Core i7-10700KF,2026-01-22,,900
INTEL Core i7-11700,2026-01-22,,1180
INTEL Core i7-11700F,2026-01-22,,939
INTEL Core i7-11700K,2026-01-22,,1109
INTEL Core i7-11700KF,2026-01-22,,950
INTEL Core i7-12700,2026-01-22,,1684
INTEL Core i7-12700F,2026-01-22,,1417
INTEL Core i7-12700K,2026-01-22,,1515
INTEL Core i7-12700KF,2026-01-22,,1430
INTEL Core i7-13700,2026-01-22,,2050
INTEL Core i7-13700F,2026-01-22,,1445
INTEL Core i7-13700K,2026-01-22,,1960
INTEL Core i7-13700KF,2026-01-22,,1560
INTEL Core i7-14700,2026-01-22,,1850
INTEL Core i7-14700F,2026-01-22,,1780
INTEL Core i7-14700K,2026-01-22,,2300
INTEL Core i7-14700KF,2026-01-22,,1880
INTEL Core i9-10850K,2026-01-22,,1480
INTEL Core i9-10900,2026-01-22,,2324
INTEL Core i9-10900F,2026-01-22,,1300
INTEL Core i9-10900K,2026-01-22,,2017
INTEL Core i9-10900KF,2026-01-22,,1858
INTEL Core i9-11900,2026-01-22,,1950
INTEL Core i9-11900F,2026-01-22,,1350
INTEL Core i9-11900K,2026-01-22,,1919
INTEL Core i9-11900KF,2026-01-22,,1500
INTEL Core i9-12900K,2026-01-22,,1888
INTEL Core i9-12900KF,2026-01-22,,1695
INTEL Core i9-12900KS,2026-01-22,,1800
INTEL Core i9-13900K,2026-01-22,,1925
INTEL Core i9-13900KF,2026-01-22,,1800
INTEL Core i9-13900KS,2026-01-22,,2055
INTEL Core i9-14900,2026-01-22,,2300
INTEL Core i9-14900K,2026-01-22,,2930
INTEL Core i9-14900KF,2026-01-22,,2400
INTEL Core i9-14900KS,2026-01-22,,2944
AMD Ryzen 5 5500,2026-01-26,499,
AMD Ryzen 5 5500GT,2026-01-26,799,
AMD Ryzen 5 5600,2026-01-26,689,
AMD Ryzen 5 5600GT,2026-01-26,849,
AMD Ryzen 5 5600X,2026-01-26,795,
AMD Ryzen 5 7400F,2026-01-26,750,
AMD Ryzen 5 7500F,2026-01-26,799,
AMD Ryzen 5 7600X,2026-01-26,1089,
AMD Ryzen 5 8400F,2026-01-26,769,
AMD Ryzen 5 8600G,2026-01-26,1209,
AMD Ryzen 5 9500F,2026-01-26,1100,
AMD Ryzen 5 9600X,2026-01-26,1189,
AMD Ryzen 7 5700G,2026-01-26,1089,
AMD Ryzen 7 5700X,2026-01-26,915,
AMD Ryzen 7 5700X3D,2026-01-26,2099,
AMD Ryzen 7 7700,2026-01-26,1299,
AMD Ryzen 7 7800X3D,2026-01-26,1949,
AMD Ryzen 7 8700F,2026-01-26,959,
AMD Ryzen 7 8700G,2026-01-26,1749,
AMD Ryzen 7 9700X,2026-01-26,1599,
AMD Ryzen 7 9800X3D,2026-01-26,2779,
AMD Ryzen 7 9850X3D,2026-01-26,3289,
AMD Ryzen 9 9900X,2026-01-26,2459,
AMD Ryzen 9 9900X3D,2026-01-26,3199,
AMD Ryzen 9 9950X,2026-01-26,2979,
AMD Ryzen 9 9950X3D,2026-01-26,4349,
INTEL Core Ultra 5 225,2026-01-26,995,
INTEL Core Ultra 5 225F,2026-01-26,795,
INTEL Core Ultra 5 230F,2026-01-26,789,
INTEL Core Ultra 5 235,2026-01-26,1200,
INTEL Core Ultra 5 245K,2026-01-26,1319,
INTEL Core Ultra 5 245KF,2026-01-26,1139,
INTEL Core Ultra 5 250K Plus,2026-01-26,1319,
INTEL Core Ultra 5 250KF Plus,2026-01-26,1319,
INTEL Core Ultra 7 265K,2026-01-26,1830,
INTEL Core Ultra 7 265KF,2026-01-26,1590,
INTEL Core Ultra 7 270K Plus,2026-01-26,4299,
INTEL Core Ultra 9 285K,2026-01-26,4299,
INTEL Core i3-12100,2026-01-26,769,
INTEL Core i3-12100F,2026-01-26,499,
INTEL Core i3-13100,2026-01-26,765,
INTEL Core i3-13100F,2026-01-26,480,
INTEL Core i3-14100,2026-01-26,850,
INTEL Core i3-14100F,2026-01-26,555,
INTEL Core i5-12400,2026-01-26,1119,
INTEL Core i5-12400F,2026-01-26,779,
INTEL Core i5-12490F,2026-01-26,815,
INTEL Core i5-12500,2026-01-26,1235,
INTEL Core i5-12600K,2026-01-26,1240,
INTEL Core i5-12600KF,2026-01-26,990,
INTEL Core i5-13400,2026-01-26,1280,
INTEL Core i5-13400F,2026-01-26,870,
INTEL Core i5-13490F,2026-01-26,880,
INTEL Core i5-13500,2026-01-26,1270,
INTEL Core i5-13600K,2026-01-26,1239,
INTEL Core i5-13600KF,2026-01-26,1110,
INTEL Core i5-14400,2026-01-26,1420,
INTEL Core i5-14400F,2026-01-26,979,
INTEL Core i5-14490F,2026-01-26,1000,
INTEL Core i5-14500,2026-01-26,1410,
INTEL Core i5-14600K,2026-01-26,1488,
INTEL Core i5-14600KF,2026-01-26,1470,
INTEL Core i7-12700K,2026-01-26,1699,
INTEL Core i7-12700KF,2026-01-26,1460,
INTEL Core i7-14700,2026-01-26,2550,
INTEL Core i7-14700F,2026-01-26,1909,
INTEL Core i7-14700K,2026-01-26,2640,
INTEL Core i7-14700KF,2026-01-26,2049,
INTEL Core i9-14900K,2026-01-26,3299,
INTEL Core i9-14900KF,2026-01-26,2799,
AMD Ryzen 5 5500,2026-01-27,499,
AMD Ryzen 5 5500GT,2026-01-27,799,
AMD Ryzen 5 5600,2026-01-27,695,
AMD Ryzen 5 5600GT,2026-01-27,849,
AMD Ryzen 5 5600X,2026-01-27,779,
AMD Ryzen 5 7400F,2026-01-27,769,
AMD Ryzen 5 7500F,2026-01-27,799,
AMD Ryzen 5 7600X,2026-01-27,1089,
AMD Ryzen 5 8400F,2026-01-27,769,
AMD Ryzen 5 8600G,2026-01-27,1209,
AMD Ryzen 5 9500F,2026-01-27,1100,
AMD Ryzen 5 9600X,2026-01-27,1199,
AMD Ryzen 7 5700G,2026-01-27,1089,
AMD Ryzen 7 5700X,2026-01-27,915,
AMD Ryzen 7 5700X3D,2026-01-27,2099,
AMD Ryzen 7 7700,2026-01-27,1339,
AMD Ryzen 7 7800X3D,2026-01-27,1949,
AMD Ryzen 7 8700F,2026-01-27,959,
AMD Ryzen 7 8700G,2026-01-27,1749,
AMD Ryzen 7 9700X,2026-01-27,1609,
AMD Ryzen 7 9800X3D,2026-01-27,2829,
AMD Ryzen 7 9850X3D,2026-01-27,3699,
AMD Ryzen 9 9900X,2026-01-27,2459,
AMD Ryzen 9 9900X3D,2026-01-27,3199,
AMD Ryzen 9 9950X,2026-01-27,2979,
AMD Ryzen 9 9950X3D,2026-01-27,4349,
INTEL Core Ultra 5 225,2026-01-27,995,
INTEL Core Ultra 5 225F,2026-01-27,795,
INTEL Core Ultra 5 230F,2026-01-27,829,
INTEL Core Ultra 5 235,2026-01-27,1200,
INTEL Core Ultra 5 245K,2026-01-27,1329,
INTEL Core Ultra 5 245KF,2026-01-27,1169,
INTEL Core Ultra 5 250K Plus,2026-01-27,1329,
INTEL Core Ultra 5 250KF Plus,2026-01-27,1329,
INTEL Core Ultra 7 265K,2026-01-27,1830,
INTEL Core Ultra 7 265KF,2026-01-27,1590,
INTEL Core Ultra 7 270K Plus,2026-01-27,4190,
INTEL Core Ultra 9 285K,2026-01-27,4190,
INTEL Core i3-12100,2026-01-27,779,
INTEL Core i3-12100F,2026-01-27,499,
INTEL Core i3-13100,2026-01-27,765,
INTEL Core i3-13100F,2026-01-27,480,
INTEL Core i3-14100,2026-01-27,850,
INTEL Core i3-14100F,2026-01-27,555,
INTEL Core i5-12400,2026-01-27,1139,
INTEL Core i5-12400F,2026-01-27,785,
INTEL Core i5-12490F,2026-01-27,815,
INTEL Core i5-12500,2026-01-27,1235,
INTEL Core i5-12600K,2026-01-27,1240,
INTEL Core i5-12600KF,2026-01-27,990,
INTEL Core i5-13400,2026-01-27,1280,
INTEL Core i5-13400F,2026-01-27,870,
INTEL Core i5-13490F,2026-01-27,880,
INTEL Core i5-13500,2026-01-27,1270,
INTEL Core i5-13600K,2026-01-27,1330,
INTEL Core i5-13600KF,2026-01-27,1110,
INTEL Core i5-14400,2026-01-27,1420,
INTEL Core i5-14400F,2026-01-27,979,
INTEL Core i5-14490F,2026-01-27,1000,
INTEL Core i5-14500,2026-01-27,1410,
INTEL Core i5-14600K,2026-01-27,1488,
INTEL Core i5-14600KF,2026-01-27,1470,
INTEL Core i7-12700K,2026-01-27,1870,
INTEL Core i7-12700KF,2026-01-27,1460,
INTEL Core i7-14700,2026-01-27,2550,
INTEL Core i7-14700F,2026-01-27,1899,
INTEL Core i7-14700K,2026-01-27,2640,
INTEL Core i7-14700KF,2026-01-27,2059,
INTEL Core i9-14900K,2026-01-27,3320,
INTEL Core i9-14900KF,2026-01-27,2839,
AMD Ryzen 5 5500,2026-02-02,496,
AMD Ryzen 5 5500GT,2026-02-02,796,
AMD Ryzen 5 5600,2026-02-02,686,
AMD Ryzen 5 5600GT,2026-02-02,846,
AMD Ryzen 5 5600X,2026-02-02,796,
AMD Ryzen 5 7400F,2026-02-02,766,
AMD Ryzen 5 7500F,2026-02-02,796,
AMD Ryzen 5 7600X,2026-02-02,1086,
AMD Ryzen 5 8400F,2026-02-02,766,
AMD Ryzen 5 8600G,2026-02-02,1206,
AMD Ryzen 5 9500F,2026-02-02,1096,
AMD Ryzen 5 9600X,2026-02-02,1186,
AMD Ryzen 7 5700G,2026-02-02,1086,
AMD Ryzen 7 5700X,2026-02-02,912,
AMD Ryzen 7 5700X3D,2026-02-02,2096,
AMD Ryzen 7 7700,2026-02-02,1292,
AMD Ryzen 7 7800X3D,2026-02-02,1946,
AMD Ryzen 7 8700F,2026-02-02,956,
AMD Ryzen 7 8700G,2026-02-02,1766,
AMD Ryzen 7 9700X,2026-02-02,1596,
AMD Ryzen 7 9800X3D,2026-02-02,2776,
AMD Ryzen 7 9850X3D,2026-02-02,3286,
AMD Ryzen 9 9900X,2026-02-02,2456,
AMD Ryzen 9 9900X3D,2026-02-02,3196,
AMD Ryzen 9 9950X,2026-02-02,2976,
AMD Ryzen 9 9950X3D,2026-02-02,4346,
INTEL Core Ultra 5 225,2026-02-02,976,
INTEL Core Ultra 5 225F,2026-02-02,786,
INTEL Core Ultra 5 230F,2026-02-02,786,
INTEL Core Ultra 5 235,2026-02-02,1197,
INTEL Core Ultra 5 245K,2026-02-02,1296,
